Case_ID,First_Party,Second_Party,Image_ID,First_Party_Fault(%),Second_Party_Fault(%),Justification
93a213fe-688f-4629-8455-808fcda187a5,كنت أقود بحذر على الطريق الزلق عندما فجأة خرجت مني السيطرة على سيارتي وانزلقت نحو سيارة الشحن البيضاء بسبب الجليد.,كنت أقود ببطء وحرص على الطريق الجليدي عندما تحركت السيارة الصغيرة بشكل غير متوقع نحوي واصطدمت بسيارتي.,data/imgs/20.jpeg,100,0,بناءً على الصور المقدمة والوصف الذي قدمه الطرف الأول، يظهر أن السيارة الصغيرة انزلقت بالاتجاه الخاطئ واصطدمت بسيارة الشحن البيضاء. هذا يعد انتهاكاً للمادة 50/2/4 من اللوائح المرورية السعودية التي تنص على وجوب تكيف السائقين مع الظروف الطبيعية وقيادة مركباتهم بسرعات تتناسب مع هذه الظروف.
bc592c6a-b928-47a2-b5c9-efaf546c53c5,كنت متوقفًا عند إشارات المرور عندما اصطدمت السيارة الحمراء بي من الخلف بشكل مفاجئ.,كنت أقود بسرعة معتدلة عندما توقفت السيارة السوداء فجأة أمامي ولم أتمكن من التوقف في الوقت المناسب، مما أدى إلى وقوع الحادث.,data/imgs/61.jpeg,0,100,تبعاً للنظام المروري السعودي، يتحمل السائق الخلفي المسؤولية بنسبة 100٪ في حالة اصطدامه بالمركبة الأمامية من الخلف. وفقاً للفقرة 50/2/19 التي تنص على أنه يجب على السائق الحفاظ على مسافة أمان كافية تمنع الاصطدام بالمركبة التي أمامه .
bc592c6a-b928-47a2-b5c9-efaf546c53c5,كنت أناقش هاتفي أثناء القيادة وعندما رفعت رأسي، وجدت السيارة الحمراء قد اصطدمت بي من الخلف.,لم يكن هناك أي حركة مرورية أمامي، لكن فجأة توقفت السيارة السوداء فجأة أمامي دون إنذار.,data/imgs/61.jpeg,70,30,الطرف الأول كان يستخدم الهاتف أثناء القيادة، مما يُعدّ مخالفة لنظام المرور السعودي . هذا يؤمن نسبة أكبر من الخطأ للطرف الأول. ومع ذلك، كون الطرف الثاني لم يتمكن من تفادي الاصطدام، فهناك نسبة من المسؤولية عليه أيضًا بنسبة أقل.
bc592c6a-b928-47a2-b5c9-efaf546c53c5,كنت أقود بشكل طبيعي وفجأة جاءت السيارة الحمراء واصطدمت بي من الخلف وهي تسير بسرعة كبيرة.,كنت أقود بالسرعة المخصصة للطريق ولكن السيارة السوداء توقفت بشكل مفاجئ مما أدى إلى عدم قدرتي على التوقف في الوقت المناسب واصطدمت بها.,data/imgs/61.jpeg,0,100,تُوضِّح الصورة أن الضرر الأساسي قد وقع على الجانب الخلفي من السيارة الأولى (السوداء)، وهذا يعتبر من الحوادث النمطية الناتجة عن عدم ترك مسافة أمان كافية. وفقًا للمادة 50/2/19 من نظام المرور السعودي، يجب على سائقي المركبات المحافظة على مسافة آمنة حتى يتمكنوا من التوقف في حالات الطوارئ. الطرف الثاني (السيارة الحمراء) انتهك هذا البند بعدم تركه مسافة كافية مما أدى إلى الحادث.
bc592c6a-b928-47a2-b5c9-efaf546c53c5,كنت متوقفًا عند إشارات المرور عندما اصطدمت السيارة الحمراء بي من الخلف بشكل مفاجئ.,كنت أقود بسرعة معتدلة عندما توقفت السيارة السوداء فجأة أمامي ولم أتمكن من التوقف في الوقت المناسب، مما أدى إلى وقوع الحادث.,data/imgs/61.jpeg,0,100,الطرف الثاني يتحمل المسؤولية الكاملة عن الحادث لأنه فشل في الحفاظ على مسافة آمنة خلف السيارة الأمامية وفقاً للائحة المرور السعودية المادة 50-6-2-6-3
4e0942e0-b185-456e-ad97-e18a18ef95ea,لقد توقفت سيارتي عند الإشارة، وفجأة شعرت بصدام قوي من الخلف. عندما نزلت لرؤية ما حدث، وجدت الشاحنة الكبيرة قد اصطدمت بظهر سيارتي.,كنت أسير ببطء في الشارع الضيق ولم أستطع التوقف في الوقت المناسب. عندما توقفت فجأة السيارة أمامي، لم أتمكن من تجنب الاصطدام.,data/imgs/36.jpeg,0,100,يتحمل الطرف الثاني المسؤولية الكاملة لأن الشاحنة الكبيرة اصطدمت بسيارة الطرف الأول من الخلف، وهو انتهاك للمادة 50/2/16 التي تنص على عدم الوقوف فجأة وعدم عرقلة حركة السير.
4e0942e0-b185-456e-ad97-e18a18ef95ea,كنت أقود ببطء في طريقي المعتاد، وفجأة جاءت شاحنة من الخلف واصطدمت بسيارتي دون أي سبب واضح.,كنت أقود بحذر وأتبعت جميع القوانين المرورية، لكن السيارة التي أمامي توقفت فجأة بدون إشارات، ونظرًا للظروف الضيقة في الشارع، لم أتمكن من التوقف في الوقت المناسب.,data/imgs/36.jpeg,0,100,وفقًا لقوانين المرور السعودية، تقضي المادة (58/2) بأنه يجب على السائقين ترك مسافة أمان كافية بين مركباتهم والمركبات التي تسبقهم بمسافة تضمن لهم التوقف بأمان عند الضرورة. كما تنص المادة (57/2) على منع الاصطدام الخلفي والانتباه لأية حالات طارئة قد تحدث على الطريق.
4e0942e0-b185-456e-ad97-e18a18ef95ea,كنت أتوقف ببطء عند الإشارة وفجأة شعرت بصدام قوي من الخلف، يبدو أن الشاحنة الكبيرة لم تكن تنتبه للطريق واصطدمت بظهر سيارتي نتيجة لتسرعها.,كنت أسير ببطء في الشارع الضيق ولم أستطع التوقف في الوقت المناسب. عندما توقفت فجأة السيارة أمامي، لم أتمكن من تجنب الاصطدام.,data/imgs/36.jpeg,0,100,حيث أن السيارة الكبيرة كانت تتحرك بسرعة ولم تتمكن من التوقف في الوقت المناسب واصطدمت بالسيارة الصغيرة من الخلف، فإن الشاحنة تعتبر المسؤولة عن الحادث بموجب الأنظمة المرورية السعودية. وفقًا للمادة 50/6/1/1/2 من نظام المرور السعودي، يجب على السائق مراقبة حركة المرور من حوله وعدم الوقوف أو تغيير اتجاه مركبته فجأة عند تخفيف السرعة، كما أن الاصطدام الخلفي من مسؤولية السيارة التي تأتي من الخلف .
4e0942e0-b185-456e-ad97-e18a18ef95ea,لقد توقفت سيارتي عند الإشارة، وفجأة شعرت بصدام قوي من الخلف. عندما نزلت لرؤية ما حدث، وجدت الشاحنة الكبيرة قد اصطدمت بظهر سيارتي.,كنت أقود بحذر وأتبعت جميع القوانين المرورية، لكن السيارة التي أمامي توقفت فجأة بدون إشارات، ونظرًا للظروف الضيقة في الشارع، لم أتمكن من التوقف في الوقت المناسب.,data/imgs/36.jpeg,0,100,الطرف الثاني يتحمل المسؤولية الكاملة حيث أنه لم يحافظ على مسافة أمان كافية أثناء القيادة مما أدى إلى اصطدامه بالمركبة الأمامية. هذا يعد انتهاكًا للبند (50/2/19) من لوائح المرور السعودية التي تنص على وجوب الحفاظ على مسافة كافية بين المركبات.
2c82c644-e96e-4159-8677-23e1bbf53a3f,كنت أقود سيارتي بعناية وعند تقاطع الشارع لم ألاحظ السيارة الفضية قادمة من الجهة اليمنى واصطدمنا.,كنت أقود سيارتي وعندما وصلت إلى التقاطع فوجئت بالسيارة الرمادية تدخل من الجهة اليسرى بسرعة ولم أستطع التوقف في الوقت المناسب.,data/imgs/41.jpeg,60,40,الطرف الأول لم ينتبه للسيارة القادمة من الجهة اليمنى عند التقاطع، مما يشكل انتهاكًا للمادة 50/6/1/1/5 التي تنص على أن المركبة القادمة من الجهة اليمنى في التقاطع تكون لها أفضلية المرور إذا لم تكن هناك إشارات ضوئية أو رجل مرور.
2c82c644-e96e-4159-8677-23e1bbf53a3f,كنت أقود سيارتي وتوقفت عند التقاطع بشكل صحيح لكن السيارة الفضية تجاوزت الإشارة الحمراء واصطدمت بي.,كنت أقود سيارتي بحذر وتوقفت عند الإشارة لكن السيارة الرمادية تجاوزت الإشارة بسرعة واصطدمت بي.,data/imgs/41.jpeg,0,100,تجاوز الطرف الثاني الإشارة الحمراء مما أدى إلى وقوع الحادث. هذا يُعتبر مخالفة للقواعد الواردة في النظام المروري السعودي ${message_idx}:${search_idx}†Traffic+Sys.pdf
2c82c644-e96e-4159-8677-23e1bbf53a3f,كنت أقود سيارتي بتأنٍ وتوقفت عند التقاطع لكن السيارة الفضية تجاوزت الإشارة الحمراء واصطدمت بي.,كنت أقود سيارتي وعندما وصلت إلى التقاطع فوجئت بالسيارة الرمادية تدخل من الجهة اليسرى بسرعة ولم أستطع التوقف في الوقت المناسب.,data/imgs/41.jpeg,0,100,الطرف الثاني تجاوز الإشارة الحمراء عند التقاطع، وهو ما يخالف المادة 50/10/3/1/3 من نظام المرور السعودي التي تلزمه بالتوقف وعدم تجاوز خط الوقوف والإشارة الحمراء.
2c82c644-e96e-4159-8677-23e1bbf53a3f,كنت أقود سيارتي بعناية وعند تقاطع الشارع لم ألاحظ السيارة الفضية قادمة من الجهة اليمنى واصطدمنا.,كنت أقود سيارتي بحذر وتوقفت عند الإشارة لكن السيارة الرمادية تجاوزت الإشارة بسرعة واصطدمت بي.,data/imgs/41.jpeg,80,20,تظهر الصورة أن السيارة الرمادية لم تلتزم بإشارة المرور وتجاوزتها، مما أدى إلى الاصطدام. وهذا يعد انتهاكًا للبند 50/10/3/2/1 من لائحة المرور السعودية التي تنص على وجوب التوقف عند الإشارة الحمراء. بينما السائق الآخر ذكر أنه كان متوقفًا عند الإشارة وهذا يتماشى مع اللوائح.
2f73ff45-f210-41b9-ab5c-4e34a870c622,كنت أقود السيارة في حارة السير بطيئة، وفجأة دخلت السيارة السوداء إلى جانبي دون أن تعطيني إشارة، واصطدمت بي.,كنت أحاول تغيير الحارة بسبب التوقف المفاجئ في حارتي، ولم أنتبه للسيارة الفضية التي بجانبي واصطدمت بها دون قصد.,data/imgs/16.jpeg,0,100,الحادث يوضح أن الطرف الثاني المخطئ بشكل كامل حيث قام بتغيير حارته بشكل مفاجئ ودون إعطاء إشارة، مما يعد مخالفة لنظام المرور السعودي في المادة 50/6/2/4 التي تنص على وجوب إعطاء إشارات ضوئية قبل التجاوز أو تغيير الحارة.
2f73ff45-f210-41b9-ab5c-4e34a870c622,كنت أقود ببطء في حارتي ولم أتحرك من مكاني، والسيارة السوداء اصطدمت بي دون سبب.,كنت أقود ببطء وأعطيت إشارة لتغيير الحارة، ولكن السيارة الفضية كانت مسرعة وأصدمت بي من الخلف.,data/imgs/16.jpeg,0,100,المركبة الثانية تتحمل كامل المسؤولية بسبب الاصطدام الخلفي وعدم اتخاذ احتياطات الأمان اللازمة عند تغيير الحارة، مما يشكل انتهاكًا للمواد الواردة في النظام المروري.
2f73ff45-f210-41b9-ab5c-4e34a870c622,كنت أقود ببطء في حارتي، وفجأة السيارة السوداء دخلت إلى جانبي واصطدمت بي دون أن تعطيني إشارة.,كنت أحاول تغيير الحارة بسبب التوقف المفاجئ في حارتي، ولم أنتبه للسيارة الفضية التي بجانبي واصطدمت بها دون قصد.,data/imgs/16.jpeg,0,100,الطرف الثاني لم يلتزم بإشارة تغيير المسار ودخل حارة الطرف الأول بشكل مفاجئ مما أدى إلى وقوع الحادث. هذا يعد انتهاكًا للبند 50/2/24/2 من النظام المروري السعودي الذي ينص على وجوب إعطاء الإشارات اللازمة قبل بداية إجراء الانحراف .
2f73ff45-f210-41b9-ab5c-4e34a870c622,كنت أقود السيارة في حارة السير بطيئة، وفجأة دخلت السيارة السوداء إلى جانبي دون أن تعطيني إشارة، واصطدمت بي.,كنت أقود ببطء وأعطيت إشارة لتغيير الحارة، ولكن السيارة الفضية كانت مسرعة وأصدمت بي من الخلف.,data/imgs/16.jpeg,30,70,الطرف الأول كان يسير في الحارة البطيئة ولم يتمكن من التحكم بمركبته لتجنب الاصطدام عند تغيير الطرف الثاني لحارته دون التأكد من خلو المسار. ومع ذلك، الطرف الثاني فشل في التأكد من خلو المسار بشكل كامل وأدّى إلى عرقلة الطريق الاصطياد بمركبة الطرف الأول دون إعطاء الإشارة المناسبة لمسافة معقولة قبل الانتقال إلى المسار الجديد، مما يشكل تغطية الجزء الأكبر من الخطأ حسب المادة 50/2/24 من النظام.
02ae3a58-84aa-4aea-8862-521e018dcbca,توقفت في الضوء الأحمر وفجأة اصطدمت السيارة الأخرى بالخلف. رأيت السيارة الأخرى تسرع ولم تتمكن من التوقف في الوقت المناسب.,كنت أسير بسرعة وحاولت التوقف عند الضوء الأحمر لكن السيارة التي أمامي توقفت فجأة ولم أتمكن من التوقف في الوقت المناسب.,data/imgs/57.jpeg,0,100,الطرف الثاني يتحمل المسؤولية الكاملة للحادث بسبب تجاوزه للسرعة وتقاعسه عن التوقف في الوقت المناسب عند الإشارة الحمراء، مما أدى إلى اصطدامه بالمركبة الأخرى من الخلف. يعتبر هذا انتهاكًا للمادة.
02ae3a58-84aa-4aea-8862-521e018dcbca,كنت أسير ببطء نحو الضوء الأخضر وفجأة اصطدمت السيارة الأخرى بالخلف. لم أرى السيارة الأخرى تتوقف على الإطلاق.,كنت أسير بسرعة عالية والطريق كان خالياً، وفجأة توقفت السيارة الأمامية بشكل غير متوقع واصطدمت بها دون أن أتمكن من التوقف.,data/imgs/57.jpeg,0,100,تحمل الطرف الثاني المسؤولية الكاملة عن الحادث لأنه كان يسير بسرعة عالية، وهو سبب رئيسي لوقوع الحوادث طبقًا للوائح السعودية.
02ae3a58-84aa-4aea-8862-521e018dcbca,كنت أسير ببطء نحو الضوء الأخضر وفجأة اصطدمت السيارة الأخرى بالخلف. لم أرى السيارة الأخرى تتوقف على الإطلاق.,كنت أسير بسرعة وحاولت التوقف عند الضوء الأحمر لكن السيارة التي أمامي توقفت فجأة ولم أتمكن من التوقف في الوقت المناسب.,data/imgs/57.jpeg,0,100,تم تحديد أن الطرف الثاني هو المخطئ بشكل كامل بناءً على ما جاء في تقارير الطرفين والصورة المرفقة. الطرف الثاني اعترف بأنه كان يسير بسرعة ولم يتمكن من التوقف عندما توقفت السيارة أمامه فجأة، مما أدى إلى الاصطدام من الخلف. وفقاً للائحة المرور السعودية، فإن السائق الذي يصطدم بسيارة أمامه هو المخطئ في هذه الحالة وذلك لعدم تجاوزه لمسافة الأمان المناسبة.
02ae3a58-84aa-4aea-8862-521e018dcbca,توقفت في الضوء الأحمر وفجأة اصطدمت السيارة الأخرى بالخلف. رأيت السيارة الأخرى تسرع ولم تتمكن من التوقف في الوقت المناسب.,كنت أسير بسرعة عالية والطريق كان خالياً، وفجأة توقفت السيارة الأمامية بشكل غير متوقع واصطدمت بها دون أن أتمكن من التوقف.,data/imgs/57.jpeg,0,100,وفقاً للوصف المقدم من الطرفين وللصورة المرفقة، يتضح أن الطرف الأول توقف عند الإشارة الحمراء بشكل نظامي، بينما الطرف الثاني كان يقود بسرعة عالية ولم يتمكن من التوقف في الوقت المناسب، مما أدى إلى وقوع الحادث. بناءً على المادة ٥٠/٢/٥ من لائحة النظام المروري السعودي، فإنه يجب على السائق التوقف عند وجود إشارة توجب التوقف وعدم التسبب في وقوع الحوادث. الطرف الثاني كان ملزماً بترك مسافة كافية وآمنة مع السيارة الأمامية ولكنه لم يفعل ذلك، مما يجعله المسؤول بشكل كامل عن الحادث.
b63a0350-1dc7-405f-a46f-9a27f4fbd2bd,أنا كنت أقود سيارتي الرمادية عبر التقاطع عندما كان الضوء الأخضر. فجأة، السيارة البيضاء ظهرت من اليمين وتجاوزت الإشارة الحمراء وصدمتني.,لقد كنت أقود سيارتي البيضاء وأقترب من التقاطع، لكنني لم ألاحظ أن الضوء كان أحمر. صدمت السيارة الرمادية التي كانت تعبر في نقطتها.,data/imgs/6.jpeg,0,100,الطرف الثاني يتحمل مسؤولية الحادث بنسبة 100٪ لتجاوزه الإشارة الحمراء، وهو مخالف للفقرة ٥٠/٦/٢/٧/٣ .
b63a0350-1dc7-405f-a46f-9a27f4fbd2bd,كنت أقود سيارتي الرمادية وأنا أسير بسرعة قانونية على التقاطع ومع ذلك، تجاوزت السيارة البيضاء الإشارة الحمراء وصدمتني من الجانب.,كنت أقود سيارتي البيضاء وتوقفت عند التقاطع عندما كان الضوء أخضر. فجأة، انتقلت السيارة الرمادية بسرعة هائلة وضربتني.,data/imgs/6.jpeg,0,100,توضح الصورة أن السيارة البيضاء تجاوزت الإشارة الحمراء (الضوء الأحمر واضح في الخلفية) وهو ما يعد انتهاكاً للمرور.
b63a0350-1dc7-405f-a46f-9a27f4fbd2bd,كنت أقود سيارتي الرمادية عبر التقاطع ببطء وبعناية، وعندما كان الضوء أخضر، ظهرت السيارة البيضاء بسرعة وتحطمت في سيارتي.,لقد كنت أقود سيارتي البيضاء وأقترب من التقاطع ببطء شديد لأن الضوء كان أحمر. وفجأة، تجاوزت السيارة الرمادية الإشارة من الجهة الأخرى وضربتني.,data/imgs/6.jpeg,0,100,كما هو مبين في الصورة، كانت الإشارة الضوئية خضراء للطرف الأول أثناء عبوره التقاطع، بينما الطرف الثاني عبَر الإشارة الحمراء. هذا ينتهك المادة (٥٥/٥/١/٢) التي تنص على وجوب الوقوف عند الإشارة الحمراء  .
b63a0350-1dc7-405f-a46f-9a27f4fbd2bd,كنت أقود سيارتي الرمادية عبر التقاطع عندما كان الضوء الأخضر. فجأة، ظهرت السيارة البيضاء من اليمين دون أن تلاحظ الإشارة الحمراء وصدمتني.,كنت أقود سيارتي البيضاء وأتجه نحو التقاطع عندما كان الضوء أخضر. كانت السيارة الرمادية تعبر بسرعة عالية دون النظر وكانت سبب الحادث.,data/imgs/6.jpeg,0,100,بناءً على الصورة المقدمة، يبدو أن السيارة البيضاء لم تتوقف عند الإشارة الحمراء وفقا للوائح المرور السعودية، مما أدى إلى الحادث. وفقاً للقانون المادة ٥٠/١٠/٣/١/٢، 'وجوب وقوف المركبة عند خط الوقوف أو منطقة عبور المشاة عند الإشارة الحمراء'. لذلك، يتحمل الطرف الثاني (الذي يقود السيارة البيضاء) المسؤولية الكاملة عن الحادث .
b0989069-5525-4d2d-9028-e0a698676cf1,كنت أقود سيارتي في الممر الأيمن وعلى سرعة معتدلة، وفجأة ظهرت السيارة الثانية من الممر الأوسط واتجهت نحوي مباشرة. لم يكن لدي الوقت الكافي للتوقف والاصطدام كان لا مفر منه.,كنت في الممر الأوسط وأردت تغيير المسار إلى الممر الأيمن ببطء. لكني لم أرَ السياراة القادمة في الممر الأيمن حتى اللحظة الأخيرة، ولم يكن لدي الوقت الكافي لتفادي الاصطدام.,data/imgs/7.jpeg,0,100,تحمل السيارة الثانية المسؤولية الكاملة عن الحادث لأنها فشلت في التأكد من خلو المسار الأيمن قبل الانتقال إليه، مما أدى إلى الاصطدام بالسيارة التي كانت تسير في الممر الأيمن بشكل صحيح. هذا انتهاك للمادة ٥٠/٢/١٣ من نظام المرور السعودي، والتي تنص على ضرورة التأكد من أن المسار خالٍ عند تغيير المسار.
b0989069-5525-4d2d-9028-e0a698676cf1,كنت أقود سيارتي بهدوء وفي المسار الصحيح، وبدون أي انذار، جاءت السيارة الثانية بسرعة فائقة من الممر الأيسر واصطدمت بي بشكل عمودي.,كنت ألمح إلى اليمين وأقدت بحرص لتغيير الممر، وفجأة السيارة في الممر الأيمن زادت من سرعتها فجأة واصطدمت بي عمدا.,data/imgs/7.jpeg,0,100,بناءً على الصورة المرفقة والوصفين المقدمين من الطرفين، يبدو أن الطرف الثاني قد قامت بتغيير مسارها دون التأكد من خلو الطريق من السيارات الاخرى او اعطاء الافضلية للسيارة في المسار الاخر، مما يتسبب في الاصطدام مع المركبة الاولى التي كانت تسير بثبات في مسارها الصحيح. هذا يعد انتهاكًا للبند (50/6/2/7/9) من قانون المرور السعودي، والذي ينص على عدم تجاوز الخطوط المتصلة بين المسارات إلا بعد التأكد من أن ذلك لن يتسبب في أي خطر على المركبات الأخرى. الطرف الأول كان يسير بشكل صحيح في مساره ولم يرتكب أي مخالفة.
b0989069-5525-4d2d-9028-e0a698676cf1,كنت أقود سيارتي بشكل طبيعي وفجأة جاءت السيارة الثانية من الممر الآخر واصطدمت بي. لم أفعل أي شيء خاطئ.,كنت أغير ممر ببطء وإشارة الانعطاف كانت واضحة. السيارة الأخرى كانت في الحقيقة تجاوزتني بسرعة كبيرة واصطدمت بي.,data/imgs/7.jpeg,0,100,الطرف الثاني يتحمل نسبة الخطأ بالكامل لأنه قام بتغيير المسار دون التأكد من خلو الطريق من السيارات المسرعة والتي تسير بالمسار الصحيح. هذا يعد مخالفة لنظام المرور السعودي، الذي ينص على ضرورة التأكد من خلو الطريق قبل تغيير المسار واستخدام الإشارات اللازمة بشكل صحيح.
b0989069-5525-4d2d-9028-e0a698676cf1,كنت أقود في الممر الأيمن بشكل طبيعي، وفجأة جاءت السيارة الأخرى من الممر الأيسر واصطدمت بي. حاولت الابتعاد ولكن لم يكن لدي الوقت الكافي.,كنت أغير الممر ببطء وإشارات الانعطاف كانت واضحة. السيارة الأخرى تحركت نحوي بدون سابق إنذار واصطدمت بي بينما كنت أحاول تغيير الممر بحذر.,data/imgs/7.jpeg,40,60,الطرف الأول يتحمل نسبة 40 من الخطأ لأنه لم يستطع الابتعاد في الوقت المناسب والتزم بسرعته، مما يخالف قواعد التحكم في المركبة أثناء القيادة كما هو مذكور في اللوائح.
e67094e4-e7b4-4943-b901-c6be3f4c3920,أثناء قيادتي للسيارة على الطريق الرئيسي، فوجئت بالسيارة الأخرى تقطع الطريق أمامي فجأة مما جعلني غير قادر على التوقف في الوقت المناسب واصطدمت بها على الجهة الخلفية الجانبية.,كنت أقوم بالانعطاف إلى اليسار ودخلت إلى الطريق الرئيسي، السيارة الأخرى كانت قادمة بسرعة كبيرة ولم أتمكن من تفاديها حيث اصطدمت بي من الجهة الخلفية الجانبية.,data/imgs/56.jpeg,30,70,الطرف الأول يتحمل جزءًا من المسؤولية لأنه كان يجب عليه اتخاذ الحيطة الكاملة وتخفيف السرعة في حالة دخول مركبة أخرى إلى الطريق الرئيسي (بما يتفق مع المادة 50/9/3)، بينما كان الطرف الثاني ملزمًا بالتأكد من أن الطريق خالٍ وأنه آمن للانعطاف والدخول إلى الطريق الرئيسي (كما هو منصوص عليه في المادة 50/6/1)  .
e67094e4-e7b4-4943-b901-c6be3f4c3920,أثناء انتظاري عند إشارة المرور الخضراء، فوجئت بالسيارة الأخرى تندفع بسرعة كبيرة وتساقطت عليها على الجهة الخلفية الجانبية.,كنت أسير ببطء في مساري ووجدت السيارة الأخرى تتقدم بسرعة كبيرة من الخلف وتقتحم مساري وتصطدم بي بدون سابق إنذار.,data/imgs/56.jpeg,0,100,الصورة تظهر أن الضرر في السيارة الثانية هو على الجانب الخلفي، مما يدل على أن السيارة الأولى اصطدمت بها من الخلف. وفقاً للأنظمة المرورية السعودية، يتحمل السائق الخلفي المسؤولية في حالة الاصطدام بالمركبة التي أمامه. تم الاشارة لهذه المخالفة في القانون المروري الفقرة ٥٠/٦/١/١/٢ حيث تنص على أن المركبة التي تسير باتجاه مستقيم لها الأفضلية وينبغي عدم التبديل المفاجئ للمسار أو التوقف المفاجئ.
e67094e4-e7b4-4943-b901-c6be3f4c3920,أثناء انتظاري عند إشارة المرور الخضراء، فوجئت بالسيارة الأخرى تندفع بسرعة كبيرة وتساقطت عليها على الجهة الخلفية الجانبية.,كنت أقوم بالانعطاف إلى اليسار ودخلت إلى الطريق الرئيسي، السيارة الأخرى كانت قادمة بسرعة كبيرة ولم أتمكن من تفاديها حيث اصطدمت بي من الجهة الخلفية الجانبية.,data/imgs/56.jpeg,0,100,يتحمل الطرف الثاني المسؤولية الكاملة للحادث بسبب انعطافه إلى اليسار ودخول الطريق الرئيسي دون التأكد من خلوه من السيارات القادمة بسرعة مفرطة. وتعد هذه مخالفة للمادة ٥٠/٧/٦/٣ من أنظمة المرور التي تنص على ضرورة التقيد بإشارات المرور المنظمة في حال تغيير الاتجاه، وأيضاً للمادة ٥٠/٦/٢/٦/٧/٤ التي تمنع التجاوز في المناطق المنحنيات والتقاطعات.
e67094e4-e7b4-4943-b901-c6be3f4c3920,أثناء قيادتي للسيارة على الطريق الرئيسي، فوجئت بالسيارة الأخرى تقطع الطريق أمامي فجأة مما جعلني غير قادر على التوقف في الوقت المناسب واصطدمت بها على الجهة الخلفية الجانبية.,كنت أسير ببطء في مساري ووجدت السيارة الأخرى تتقدم بسرعة كبيرة من الخلف وتقتحم مساري وتصطدم بي بدون سابق إنذار.,data/imgs/56.jpeg,70,30,بناءً على الصور والمعلومات المقدمة من الطرفين، يبدو أن السيارة الأولى اصطدمت بالسيارة الثانية من الخلف، مما يشير إلى عدم ترك مسافة أمان كافية بين المركبتين كما هو منصوص عليه في المادة 50/2/19 من نظام المرور السعودي. ومع ذلك، يظهر أن السيارة الثانية قد تكون قد قامت بتغيير المسار بدون إعطاء إشارة ضوئية لازمة وبدون التأكد من خلو الطريق، مما يشير إلى انتهاك المادة 50/7/1 والمادة 50/7/2.
6a3cc9c8-4b3a-4334-be98-606f42ec0cd4,كنت سباقا في سيري على الطريق داخل الحي، وإذ بالحافلة التي كانت تحاول تجاوز السيارات المتوقفة على جانب الطريق تصطدم بجانبي الأيمن.,كنت أقود الحافلة وأحاول المرور بين السيارات المتوقفة بإحكام، لكن الشاحنة الصغيرة ظهرت فجأة على الجانب الأيمن ولم يكن هناك وقت كافٍ لتفادي الاصطدام.,data/imgs/17.jpeg,40,60,تم تقييم نسبة الخطأ بناءً على محاولة السائق الثاني (سائق الحافلة) التجاوز في منطقة غير مناسبة، حيث توضّح الصورة محاولة الحافلة المرور بين السيارات المتوقفة على الجانبين مما أدى إلى الاصطدام بالشاحنة الصغيرة القادمة من الجانب الأيمن. هذا الفعل يُعتبر مخالفة للمادة (٥٠/٦/٢/٦/٣) المتضمنة ضرورة التأكد من خلو الطريق أمامه قبل التجاوز، وكذلك المادة (٥٠/٦/٢/٦/٧/٢) التي تمنع التجاوز عندما لا يكون هناك مساحة كافية لأمان التجاوز. بينما يتحمل الطرف الأول جزءًا من المسؤولية بنسبة أقل لأنه كان يجب عليه أن يكون أكثر حذرًا ويخفض سرعته في منطقة مزدحمة بالسيارات.
6a3cc9c8-4b3a-4334-be98-606f42ec0cd4,كنت أسير ببطء شديد عندما فجأة انحرفت الحافلة باتجاهي بدون أي إنذار أو سبب، وصدمتني من الجانب الأيمن.,الحافلة كانت تسير ببطء وحذرا شديدين عندما ظهرت الشاحنة الصغيرة فجأة بأقصى سرعة من يمين الطريق، ولم أتمكن من تفاديها.,data/imgs/17.jpeg,70,30,تُظهر الصورة أن الشاحنة الصغيرة تتحرك بسرعة مقارنة بالحافلة، وهي تنحرف تجاه اليمين بشكل مفاجئ. بحسب وصف الطرفين والصورة، يُعتبر قائد الشاحنة الصغيرة (الطرف الأول) مسؤولًا بدرجة أكبر عن الحادث بسبب انحرافه المفاجئ وعدم تمكنه من الحفاظ على مساره، مما يخالف المادة 50/9/1 من نظام المرور السعودي والتي تنص على وجوب تحكم السائق بسرعة مركبته والتحكم فيها. بينما يتحمل سائق الحافلة (الطرف الثاني) جزءًا من المسؤولية لعدم تمكنه من تجنب الاصطدام وهو في وضع حركة، مما يخالف المادة 60/4 ب من نظام المرور السعودي.
6a3cc9c8-4b3a-4334-be98-606f42ec0cd4,كنت أقود بسرعة عادية وبحذر لكن الحافلة انحرفت فجأة باتجاهي، وأصبحت الأمور خارج سيطرتي وتعرضت للحادث.,كنت أقود الحافلة وأحاول المرور بين السيارات المتوقفة بإحكام، لكن الشاحنة الصغيرة ظهرت فجأة على الجانب الأيمن ولم يكن هناك وقت كافٍ لتفادي الاصطدام.,data/imgs/17.jpeg,0,100,يتحمل الطرف الثاني كامل المسؤولية عن الحادث بسبب الانحراف المفاجئ للحافلة باتجاه السيارة الصغيرة، مما يتعارض مع اللوائح المرورية التي تنص على وجوب تأكد السائق من الطريق وخلوه من المركبات قبل اتخاذ أي حركات انعطاف أو تجاوز.
